Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 600515
Event count: 451006521975

Overhead  Command          Symbol
0.02%     GsWorker         libvulkan_freedreno.so[+c1d49c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b60]
0.02%     GameThread       ps2_snd_spike::mixTickLocked(ps2_snd_spike::State&, unsigned char const*, unsigned char const*)
0.02%     GsWorker         libvulkan_freedreno.so[+c65a4c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65948]
0.02%     GameThread       VU1RecompImage<12499688582289950957ul>::f1538(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+c60370]
0.02%     GsWorker         libvulkan_freedreno.so[+c198f0]
0.02%     GsWorker         libvulkan_freedreno.so[+b4685c]
0.02%     GsWorker         libvulkan_freedreno.so[+c3f744]
0.02%     GsWorker         libvulkan_freedreno.so[+b6b9b8]
0.02%     GsWorker         libvulkan_freedreno.so[+c65a20]
0.02%     GsWorker         libvulkan_freedreno.so[+c657b8]
0.02%     GsWorker         libvulkan_freedreno.so[+b7f6f0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0ec]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d10c]
0.02%     GsWorker         libvulkan_freedreno.so[+aa0e24]
0.02%     GsWorker         libvulkan_freedreno.so[+c3e938]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cb1c]
0.02%     GsWorker         libvulkan_freedreno.so[+a96cac]
0.02%     GsWorker         libvulkan_freedreno.so[+ae5d2c]
0.02%     GsWorker         libvulkan_freedreno.so[+c19900]
0.02%     GsWorker         libvulkan_freedreno.so[+c1f2d0]
0.02%     GsWorker         libvulkan_freedreno.so[+c657a8]
0.02%     GsWorker         libvulkan_freedreno.so[+ae4edc]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a91c]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe761a8e664]
0.02%     GsWorker         libvulkan_freedreno.so[+c65768]
0.02%     GsWorker         libvulkan_freedreno.so[+c38c74]
0.02%     GsWorker         libvulkan_freedreno.so[+b459a8]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c418]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cf44]
0.02%     GsWorker         libvulkan_freedreno.so[+b482e8]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a900]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a7f8]
0.02%     GsWorker         libvulkan_freedreno.so[+ab04d4]
0.02%     GsWorker         libvulkan_freedreno.so[+c60a04]
0.02%     GsWorker         libvulkan_freedreno.so[+c63814]
0.02%     GsWorker         libvulkan_freedreno.so[+aecf20]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a93c]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c1e4]
0.02%     GsWorker         libvulkan_freedreno.so[+c657bc]
0.02%     GsWorker         libvulkan_freedreno.so[+bb387c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b30]
0.02%     GsWorker         libvulkan_freedreno.so[+b6d5b0]
0.02%     GameThread       VU1RecompImage<17692172933381506641ul>::f3100(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+c658f0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0b4]
0.02%     GsWorker         libvulkan_freedreno.so[+b489a8]
0.02%     GsWorker         libvulkan_freedreno.so[+aed1f0]
0.02%     GsWorker         libvulkan_freedreno.so[+b6bc04]
0.02%     GsWorker         libvulkan_freedreno.so[+c18d2c]
0.02%     GsWorker         libvulkan_freedreno.so[+b4882c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65a88]
0.02%     GsWorker         libvulkan_freedreno.so[+b863d4]
0.02%     GsWorker         libvulkan_freedreno.so[+c17518]
0.02%     GsWorker         libvulkan_freedreno.so[+c6539c]
0.02%     GameThread       VU1Interpreter::readBranchVi(unsigned char) const
0.02%     GsWorker         libvulkan_freedreno.so[+c65788]
0.02%     GsWorker         libvulkan_freedreno.so[+c41d08]
0.02%     GameThread       VU1Interpreter::advanceTo(unsigned long)
0.02%     GsWorker         libvulkan_freedreno.so[+b40d70]
0.02%     GsWorker         libvulkan_freedreno.so[+ae4bac]
0.02%     GsWorker         libvulkan_freedreno.so[+b48910]
0.02%     GsWorker         libvulkan_freedreno.so[+b6894c]
0.02%     GsWorker         libvulkan_freedreno.so[+c60340]
0.02%     GsWorker         libvulkan_freedreno.so[+b488f0]
0.02%     GameThread       VU1RecompImage<12499688582289950957ul>::f14e0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+ae6938]
0.02%     GsWorker         libvulkan_freedreno.so[+ab81c4]
0.02%     GsWorker         libvulkan_freedreno.so[+bd0b20]
0.02%     GsWorker         libvulkan_freedreno.so[+b489a4]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cf2c]
0.02%     GsWorker         libvulkan_freedreno.so[+c63718]
0.02%     GsWorker         libvulkan_freedreno.so[+b8991c]
0.02%     GsWorker         libvulkan_freedreno.so[+b40e9c]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cb4c]
0.02%     GsWorker         libvulkan_freedreno.so[+aa0e2c]
0.02%     GsWorker         libvulkan_freedreno.so[+b862d4]
0.02%     GameThread       VU1RecompImage<17692172933381506641ul>::f0aa8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+af26e8]
0.02%     GsWorker         libvulkan_freedreno.so[+c41830]
0.02%     GsWorker         libvulkan_freedreno.so[+c608e8]
0.02%     GsWorker         libvulkan_freedreno.so[+aa0df0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0f0]
0.02%     GsWorker         libvulkan_freedreno.so[+c4426c]
0.02%     GsWorker         libvulkan_freedreno.so[+c60b1c]
0.02%     GsWorker         libvulkan_freedreno.so[+ae6994]
0.02%     GsWorker         libvulkan_freedreno.so[+c3b754]
0.02%     GsWorker         libvulkan_freedreno.so[+b40be4]
0.02%     GsWorker         libvulkan_freedreno.so[+ab84d0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cbf0]
0.02%     GsWorker         libvulkan_freedreno.so[+c65994]
0.02%     GsWorker         libvulkan_freedreno.so[+b6b8e4]
0.02%     GameThread       VU1Interpreter::resetScheduler()
0.02%     GameThread       VU1RecompImage<11917748289753363281ul>::f0708(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+b7a7f0]
0.02%     GameThread       sub_00375A08_0x375a08(unsigned char*, R5900Context*, PS2Runtime*)
0.02%     GsWorker         libvulkan_freedreno.so[+c65748]
0.02%     GsWorker         libvulkan_freedreno.so[+ae61c4]
0.02%     GsWorker         libvulkan_freedreno.so[+c65a2c]
0.02%     GsWorker         libvulkan_freedreno.so[+b40f08]
0.02%     GsWorker         libvulkan_freedreno.so[+c6032c]
0.02%     GsWorker         libvulkan_freedreno.so[+c1990c]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760dd6c20]
0.02%     GsWorker         libvulkan_freedreno.so[+b74bd8]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cf34]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b40]
0.02%     GameThread       VU1RecompImage<12499688582289950957ul>::f1530(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+c65384]
0.02%     GsWorker         libvulkan_freedreno.so[+c606f4]
0.02%     GameThread       VU1RecompImage<17692172933381506641ul>::f2ec8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+b40d90]
0.02%     GsWorker         libvulkan_freedreno.so[+b40cd4]
0.02%     GameThread       VU1RecompImage<12499688582289950957ul>::f14e8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+b4b8a8]
0.02%     GsWorker         libvulkan_freedreno.so[+c65c44]
0.02%     GsWorker         libvulkan_freedreno.so[+b7f710]
0.02%     GsWorker         libvulkan_freedreno.so[+b6b894]
0.02%     GsWorker         libvulkan_freedreno.so[+bcd3f8]
0.02%     GsWorker         libvulkan_freedreno.so[+b40ee8]
0.02%     GsWorker         libvulkan_freedreno.so[+c65340]
0.02%     GsWorker         libvulkan_freedreno.so[+c659d4]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d114]
0.02%     GsWorker         libvulkan_freedreno.so[+c416e4]
0.02%     GsWorker         libvulkan_freedreno.so[+c6119c]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0e0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d004]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d08]
0.02%     GsWorker         libvulkan_freedreno.so[+b4896c]
0.02%     GsWorker         libvulkan_freedreno.so[+ab82cc]
0.02%     GsWorker         libvulkan_freedreno.so[+c38f60]
0.02%     GameThread       libunwind::EHHeaderParser<libunwind::LocalAddressSpace>::findFDE(libunwind::LocalAddressSpace&, unsigned long, unsigned long, unsigned int, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::FDE_Info*, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::CIE_Info*)
0.02%     GsWorker         libvulkan_freedreno.so[+c643cc]
0.02%     GsWorker         GS::recordDrawDebugEventUnlocked(int)
0.02%     GsWorker         libvulkan_freedreno.so[+bb3874]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d218]
0.02%     GsWorker         libvulkan_freedreno.so[+b40f80]
0.02%     GsWorker         libvulkan_freedreno.so[+c1c66c]
0.02%     GsWorker         libvulkan_freedreno.so[+b48aa4]
0.02%     GameThread       VU1RecompImage<12499688582289950957ul>::f14d0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+c1c40c]
0.02%     GsWorker         libvulkan_freedreno.so[+c659b8]
0.02%     GsWorker         libvulkan_freedreno.so[+b40f94]
0.02%     GameThread       pthread_getspecific
0.02%     GsWorker         libvulkan_freedreno.so[+c60a8c]
0.02%     GsWorker         libvulkan_freedreno.so[+b48a8c]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d28]
0.02%     GsWorker         libvulkan_freedreno.so[+aed274]
0.02%     GsWorker         libvulkan_freedreno.so[+c65234]
0.02%     GsWorker         libvulkan_freedreno.so[+c1c6a0]
0.02%     GsWorker         libvulkan_freedreno.so[+c19944]
0.02%     GsWorker         libvulkan_freedreno.so[+c60aac]
0.02%     GsWorker         libvulkan_freedreno.so[+b6bc14]
0.02%     GsWorker         libvulkan_freedreno.so[+b6892c]
0.02%     GameThread       pthread_mutex_unlock
0.02%     GsWorker         libvulkan_freedreno.so[+c18d14]
0.02%     GsWorker         libvulkan_freedreno.so[+b46d90]
0.02%     GsWorker         libvulkan_freedreno.so[+ab810c]
0.02%     GsWorker         libvulkan_freedreno.so[+ab822c]
0.02%     GsWorker         libvulkan_freedreno.so[+b45474]
0.02%     GsWorker         libvulkan_freedreno.so[+c65980]
0.02%     GsWorker         libvulkan_freedreno.so[+b47404]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d32c]
0.02%     GsWorker         libvulkan_freedreno.so[+c63880]
0.02%     GsWorker         libvulkan_freedreno.so[+af96f4]
0.02%     GsWorker         libvulkan_freedreno.so[+aed284]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d044]
0.02%     GsWorker         libvulkan_freedreno.so[+ab82ec]
0.02%     GsWorker         libvulkan_freedreno.so[+c65750]
0.02%     GsWorker         libvulkan_freedreno.so[+b4b898]
0.02%     GsWorker         libvulkan_freedreno.so[+c3e398]
0.02%     GsWorker         libvulkan_freedreno.so[+c65a10]
0.02%     GsWorker         libvulkan_freedreno.so[+b40ea8]
0.02%     GameThread       VU1RecompImage<12499688582289950957ul>::f1520(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+b6b85c]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d98]
0.02%     GsWorker         libvulkan_freedreno.so[+b8542c]
0.02%     GsWorker         libvulkan_freedreno.so[+c41d18]
0.02%     GsWorker         libvulkan_freedreno.so[+ae5c24]
0.02%     GsWorker         libvulkan_freedreno.so[+c416d4]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760dd75d4]
0.02%     GsWorker         libvulkan_freedreno.so[+aea3a8]
0.02%     GsWorker         libvulkan_freedreno.so[+c292a0]
0.02%     GsWorker         libvulkan_freedreno.so[+bc9ca4]
0.02%     GsWorker         libvulkan_freedreno.so[+aed004]
0.02%     GsWorker         libvulkan_freedreno.so[+c60670]
0.02%     GsWorker         libvulkan_freedreno.so[+b47318]
0.02%     GsWorker         libvulkan_freedreno.so[+b45980]
0.02%     GsWorker         libvulkan_freedreno.so[+c38be4]
0.02%     GsWorker         libvulkan_freedreno.so[+b410dc]
0.02%     GsWorker         libvulkan_freedreno.so[+b40e80]
0.02%     GsWorker         libvulkan_freedreno.so[+ab81a0]
0.02%     GameThread       VU1Interpreter::queueQ(float, unsigned int, unsigned int)
0.02%     GsWorker         libvulkan_freedreno.so[+bb5d30]
0.02%     GsWorker         libvulkan_freedreno.so[+b4b7d8]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cb64]
0.02%     GameThread       VU1RecompImage<12499688582289950957ul>::f14f8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+b454a0]
0.02%     GsWorker         libvulkan_freedreno.so[+c65a80]
0.02%     GsWorker         libvulkan_freedreno.so[+c41764]
0.02%     GsWorker         libvulkan_freedreno.so[+bb4fc8]
0.02%     GsWorker         libvulkan_freedreno.so[+b48c34]
0.02%     GsWorker         libvulkan_freedreno.so[+c65998]
0.02%     GameThread       (anonymous namespace)::inRange(unsigned int, unsigned long, unsigned long, char const*, unsigned int)
0.02%     GsWorker         libvulkan_freedreno.so[+c65b5c]
0.02%     GsWorker         libvulkan_freedreno.so[+afbb74]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0f4]
0.02%     GsWorker         libvulkan_freedreno.so[+b48960]
0.02%     GsWorker         libvulkan_freedreno.so[+c606e8]
0.02%     GameThread       VU1RecompImage<17692172933381506641ul>::f30e0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+b7f6cc]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760dcf690]
0.02%     GameThread       VU1RecompImage<17692172933381506641ul>::f0ad8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GameThread       VU1RecompImage<17692172933381506641ul>::f0ae0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760d892a0]
0.02%     GsWorker         libvulkan_freedreno.so[+b415a8]
0.02%     GsWorker         libvulkan_freedreno.so[+c6081c]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d84]
0.02%     GameThread       ps2_e15::Trace::end(unsigned long, bool)
0.02%     GsWorker         libvulkan_freedreno.so[+b4b8c4]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c214]
0.02%     GsWorker         libvulkan_freedreno.so[+c6593c]
0.02%     GsWorker         libvulkan_freedreno.so[+b41010]
0.02%     GsWorker         libvulkan_freedreno.so[+b48540]
0.02%     GsWorker         libvulkan_freedreno.so[+c659d8]
0.02%     GsWorker         libvulkan_freedreno.so[+ab8268]
0.02%     GsWorker         libvulkan_freedreno.so[+c65368]
0.02%     GsWorker         libvulkan_freedreno.so[+c1e644]
0.02%     GsWorker         libvulkan_freedreno.so[+b7f720]
0.02%     GsWorker         libvulkan_freedreno.so[+b86274]
0.02%     GsWorker         libvulkan_freedreno.so[+c64be4]
0.02%     GsWorker         libvulkan_freedreno.so[+c289a4]
0.02%     GsWorker         libvulkan_freedreno.so[+aecc64]
0.02%     GsWorker         libvulkan_freedreno.so[+ab04c4]
0.02%     GsWorker         libvulkan_freedreno.so[+c38c80]
0.02%     GsWorker         libvulkan_freedreno.so[+b40f3c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65770]
0.02%     GsWorker         libvulkan_freedreno.so[+c653a8]
0.02%     GsWorker         libvulkan_freedreno.so[+c38f70]
0.02%     GsWorker         libvulkan_freedreno.so[+c658e4]
0.02%     GsWorker         libvulkan_freedreno.so[+c60ae8]
0.02%     GsWorker         libvulkan_freedreno.so[+b48994]
0.02%     GsWorker         libvulkan_freedreno.so[+c18d24]
0.02%     GsWorker         libvulkan_freedreno.so[+c60ac8]
0.02%     GsWorker         libvulkan_freedreno.so[+b6b0f0]
0.02%     GsWorker         libvulkan_freedreno.so[+b488fc]
0.02%     GsWorker         libvulkan_freedreno.so[+c1c408]
0.02%     GsWorker         libvulkan_freedreno.so[+ab3414]
0.02%     GsWorker         libvulkan_freedreno.so[+bcc4dc]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d88]
0.02%     GsWorker         libvulkan_freedreno.so[+c65a84]
0.02%     GameThread       sub_003CCA08_0x3cca08(unsigned char*, R5900Context*, PS2Runtime*)
0.02%     GameThread       sub_0037A430_0x37a430(unsigned char*, R5900Context*, PS2Runtime*)
0.02%     GsWorker         libvulkan_freedreno.so[+b482d8]
0.02%     GsWorker         libvulkan_freedreno.so[+c60374]
0.02%     GsWorker         libvulkan_freedreno.so[+b41994]
0.02%     GsWorker         libvulkan_freedreno.so[+c19834]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d44]
0.02%     GsWorker         libvulkan_freedreno.so[+c28984]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b74]
0.02%     GsWorker         libvulkan_freedreno.so[+bd0b50]
0.02%     GsWorker         libvulkan_freedreno.so[+b40f88]
0.02%     GsWorker         libvulkan_freedreno.so[+ab846c]
0.02%     GsWorker         libvulkan_freedreno.so[+ab82dc]
0.02%     GsWorker         libvulkan_freedreno.so[+ae4d98]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b24]
0.02%     GsWorker         libvulkan_freedreno.so[+c5fa0c]
0.02%     GsWorker         libvulkan_freedreno.so[+bcacb4]
0.02%     GsWorker         libvulkan_freedreno.so[+c60394]
0.02%     GsWorker         libvulkan_freedreno.so[+b6d640]
0.02%     GsWorker         libvulkan_freedreno.so[+c65bf4]
0.02%     GsWorker         libvulkan_freedreno.so[+c16628]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b4c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b34]
0.02%     GsWorker         libvulkan_freedreno.so[+c65d78]
0.02%     GameThread       sub_003A3280_0x3a3280(unsigned char*, R5900Context*, PS2Runtime*)
0.02%     GameThread       sub_00363490_0x363490(unsigned char*, R5900Context*, PS2Runtime*)
0.02%     GsWorker         libvulkan_freedreno.so[+c659b4]
0.02%     GsWorker         libvulkan_freedreno.so[+b863e0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cf60]
0.02%     GsWorker         libvulkan_freedreno.so[+c4412c]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c354]
0.02%     GsWorker         libvulkan_freedreno.so[+ae62d4]
0.02%     GsWorker         libvulkan_freedreno.so[+c1c664]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c4f4]
0.02%     GsWorker         libvulkan_freedreno.so[+c64bb4]
0.02%     GsWorker         libvulkan_freedreno.so[+c65abc]
0.02%     GsWorker         libvulkan_freedreno.so[+c1c8fc]
0.02%     GsWorker         libvulkan_freedreno.so[+ae5c48]
0.02%     GsWorker         libvulkan_freedreno.so[+c6abac]
0.02%     GsWorker         libvulkan_freedreno.so[+b6a19c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65388]
0.02%     GsWorker         libvulkan_freedreno.so[+c65300]
0.02%     GsWorker         libvulkan_freedreno.so[+c38c90]
0.02%     GsWorker         libvulkan_freedreno.so[+b4b8a0]
0.02%     GameThread       VU1RecompImage<17692172933381506641ul>::f0a98(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+ae4e84]
0.02%     GsWorker         libvulkan_freedreno.so[+b4b888]
0.02%     GsWorker         libvulkan_freedreno.so[+b4890c]
0.02%     GsWorker         libvulkan_freedreno.so[+b9b858]
0.02%     GsWorker         libvulkan_freedreno.so[+af0b8c]
0.02%     GsWorker         libvulkan_freedreno.so[+ab858c]
0.02%     GsWorker         libvulkan_freedreno.so[+b48a18]
0.02%     GsWorker         libvulkan_freedreno.so[+cc8978]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760d76044]
0.02%     GsWorker         libvulkan_freedreno.so[+ab06d8]
0.02%     GsWorker         libvulkan_freedreno.so[+c18d3c]
0.02%     GsWorker         libvulkan_freedreno.so[+afbb6c]
0.02%     GsWorker         libvulkan_freedreno.so[+c6045c]
0.02%     GsWorker         libvulkan_freedreno.so[+b48a54]
0.02%     GsWorker         libvulkan_freedreno.so[+c416f4]
0.02%     GameThread       ps2_e44_trace::detail::ensureInit()
0.02%     GsWorker         libvulkan_freedreno.so[+c1d104]
0.02%     GsWorker         libvulkan_freedreno.so[+ae655c]
0.02%     GsWorker         libvulkan_freedreno.so[+bcacb8]
0.02%     GsWorker         libvulkan_freedreno.so[+b40ec8]
0.02%     GsWorker         libvulkan_freedreno.so[+ae6dfc]
0.02%     GameThread       VU1RecompImage<11917748289753363281ul>::f0660(VU1Interpreter&, VU1Interpreter::RunContext&)
0.02%     GsWorker         libvulkan_freedreno.so[+b48550]
0.02%     GsWorker         libvulkan_freedreno.so[+b45480]
0.02%     GsWorker         libvulkan_freedreno.so[+aec734]
0.01%     GameThread       sub_0032E100_0x32e100(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GsWorker         libvulkan_freedreno.so[+b6a0bc]
0.01%     GameThread       [kernel.kallsyms][+ffffffe761a6b788]
0.01%     GsWorker         libvulkan_freedreno.so[+ae621c]
0.01%     GsWorker         libvulkan_freedreno.so[+b40f30]
0.01%     GsWorker         libvulkan_freedreno.so[+b6b8e0]
0.01%     GsWorker         libvulkan_freedreno.so[+c658ec]
0.01%     GsWorker         libvulkan_freedreno.so[+ae4678]
0.01%     GsWorker         libvulkan_freedreno.so[+c17b70]
0.01%     GsWorker         libvulkan_freedreno.so[+c658a8]
0.01%     GsWorker         libvulkan_freedreno.so[+c65ae8]
0.01%     GsWorker         libvulkan_freedreno.so[+c61140]
0.01%     GsWorker         libvulkan_freedreno.so[+af0b94]
0.01%     GsWorker         libvulkan_freedreno.so[+aec9d0]
0.01%     GsWorker         libvulkan_freedreno.so[+c65a6c]
0.01%     GsWorker         libvulkan_freedreno.so[+b4740c]
0.01%     GsWorker         libvulkan_freedreno.so[+b6b9a4]
0.01%     GsWorker         libvulkan_freedreno.so[+ab36bc]
0.01%     GsWorker         libvulkan_freedreno.so[+b41000]
0.01%     GsWorker         libvulkan_freedreno.so[+ae4668]
0.01%     GsWorker         libvulkan_freedreno.so[+b7a948]
0.01%     GsWorker         libvulkan_freedreno.so[+b8627c]
0.01%     GsWorker         libvulkan_freedreno.so[+c65b58]
0.01%     GsWorker         libvulkan_freedreno.so[+b7a940]
0.01%     GsWorker         libvulkan_freedreno.so[+b48c44]
0.01%     GameThread       VU1RecompImage<17692172933381506641ul>::f30f8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+b459b0]
0.01%     GameThread       VU1RecompImage<12499688582289950957ul>::f1518(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GameThread       VU1RecompImage<17692172933381506641ul>::f0ad0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+c3f5d4]
0.01%     GsWorker         libvulkan_freedreno.so[+c3f5d8]
0.01%     GsWorker         libvulkan_freedreno.so[+b47658]
0.01%     GsWorker         libvulkan_freedreno.so[+b7f5e4]
0.01%     GsWorker         libvulkan_freedreno.so[+b78c50]
0.01%     GsWorker         libvulkan_freedreno.so[+b47d28]
0.01%     GameThread       scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::deallocate(void*, scudo::Chunk::Origin, unsigned long, unsigned long)
0.01%     GameThread       sub_0038B0F8_0x38b0f8(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GsWorker         libvulkan_freedreno.so[+ab8208]
0.01%     GsWorker         libvulkan_freedreno.so[+ae4d5c]
0.01%     GsWorker         libvulkan_freedreno.so[+b4891c]
0.01%     GsWorker         libvulkan_freedreno.so[+ae8d14]
0.01%     GsWorker         libvulkan_freedreno.so[+c1cf4c]
0.01%     GsWorker         libvulkan_freedreno.so[+c65108]
0.01%     GsWorker         libvulkan_freedreno.so[+aa0e74]
0.01%     GameThread       VU1RecompImage<11917748289753363281ul>::f06a8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+ab84f0]
0.01%     GsWorker         libvulkan_freedreno.so[+c658b4]
0.01%     GsWorker         libvulkan_freedreno.so[+a96d00]
0.01%     GsWorker         libvulkan_freedreno.so[+c41780]
0.01%     GsWorker         libvulkan_freedreno.so[+b9c6f0]
0.01%     GsWorker         libvulkan_freedreno.so[+c1d0e4]
0.01%     GsWorker         libvulkan_freedreno.so[+b40f98]
0.01%     GsWorker         libvulkan_freedreno.so[+c65938]
0.01%     GameThread       VU1RecompImage<12499688582289950957ul>::f1500(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+ae4b94]
0.01%     GsWorker         libvulkan_freedreno.so[+aed1f4]
0.01%     GsWorker         libvulkan_freedreno.so[+c1ceb0]
0.01%     GameThread       VU1RecompImage<17692172933381506641ul>::f2ee0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+b6be74]
0.01%     GsWorker         libvulkan_freedreno.so[+c65b70]
0.01%     GameThread       sub_00382AF0_0x382af0(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GsWorker         libvulkan_freedreno.so[+b48a44]
0.01%     GameThread       std::__ndk1::mutex::lock()
0.01%     GameThread       ps2_e15::enabled()
0.01%     GsWorker         libvulkan_freedreno.so[+c1d0ac]
0.01%     GameThread       VU1RecompImage<12499688582289950957ul>::f1528(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+b40fa0]
0.01%     GameThread       [linker]get_tls_module(unsigned long)
0.01%     GsWorker         libvulkan_freedreno.so[+c65894]
0.01%     GsWorker         libvulkan_freedreno.so[+c35a50]
0.01%     GsWorker         libvulkan_freedreno.so[+c60350]
0.01%     GsWorker         libvulkan_freedreno.so[+ab04bc]
0.01%     GameThread       (anonymous namespace)::e37AppendVif(char const*, unsigned char, char const*, char const*, char const*, unsigned int, unsigned int, char const*, unsigned int const*, unsigned char const*, unsigned int, bool, unsigned int, char const*)
0.01%     GameThread       scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::allocate(unsigned long, scudo::Chunk::Origin, unsigned long, bool)
0.01%     GsWorker         libvulkan_freedreno.so[+c603a8]
0.01%     GsWorker         libvulkan_freedreno.so[+c658e0]
0.01%     GsWorker         libvulkan_freedreno.so[+c65acc]
0.01%     GsWorker         libvulkan_freedreno.so[+bcb0ec]
0.01%     GsWorker         libvulkan_freedreno.so[+b41598]
0.01%     GsWorker         libvulkan_freedreno.so[+c1d0d4]
0.01%     GsWorker         libvulkan_freedreno.so[+aee2c0]
0.01%     GameThread       VU1Interpreter::queueViWrite(unsigned char, int, unsigned int)
